1401175733477707779 1401175733477707779 2021-06-05-13:55:02 1 21
1401175717652668417 1401175717652668417 2021-06-05-13:54:58 1 32
1401175662921142276 1401175662921142276 2021-06-05-13:54:45 4 21
1401175642725617666 1401175642725617666 2021-06-05-13:54:40 0 35
1401175610987368456 1401175610987368456 2021-06-05-13:54:32 0 33
1401175597695606787 1401175597695606787 2021-06-05-13:54:29 18 17
1401175572735217675 1401175572735217675 2021-06-05-13:54:23 12 23
1401175557950279686 1401175557950279686 2021-06-05-13:54:20 20 17
1401175546923470851 1401175546923470851 2021-06-05-13:54:17 453 19
1401175506310111238 1401175506310111238 2021-06-05-13:54:07 18 17
1401175495706828803 1401175495706828803 2021-06-05-13:54:05 30 4
1401175485980286980 1401175485980286980 2021-06-05-13:54:03 163 16
1401175454325878786 1401175454325878786 2021-06-05-13:53:55 98 20
1401175452639760386 1401175452639760386 2021-06-05-13:53:55 4 15
1401175450941116416 1401175450941116416 2021-06-05-13:53:54 1 42
1401175450324455424 1401175450324455424 2021-06-05-13:53:54 0 20
1401175443080986627 1401175443080986627 2021-06-05-13:53:52 0 36
1401175434071625742 1401175434071625742 2021-06-05-13:53:50 163 16
1401175431693357059 1401175431693357059 2021-06-05-13:53:50 0 19
1401175423543918594 1401175423543918594 2021-06-05-13:53:48 7 8
1401175420872036352 1401175420872036352 2021-06-05-13:53:47 0 8
1401175420263964672 1401175420263964672 2021-06-05-13:53:47 71 12
1401175403604152320 1401175403604152320 2021-06-05-13:53:43 336 21
1401175397421785089 1401175397421785089 2021-06-05-13:53:41 0 12
1401175395320406021 1401175395320406021 2021-06-05-13:53:41 0 50
1401175391830745091 1401175391830745091 2021-06-05-13:53:40 0 43
1401175390291435523 1401175390291435523 2021-06-05-13:53:40 0 40
1401175382812921858 1401175382812921858 2021-06-05-13:53:38 0 41
1401175380900319233 1401175380900319233 2021-06-05-13:53:38 0 6
1401175376131395584 1401175376131395584 2021-06-05-13:53:36 0 41
1401175339120869379 1401175339120869379 2021-06-05-13:53:28 180 22
1401175325959151618 1401175325959151618 2021-06-05-13:53:24 0 33
1401175316694028290 1401175316694028290 2021-06-05-13:53:22 0 30
1401175306891837445 1401175306891837445 2021-06-05-13:53:20 0 13
1401175291603689476 1401175291603689476 2021-06-05-13:53:16 0 1
1401175237904015366 1401175237904015366 2021-06-05-13:53:03 0 24
1401175231465668610 1401175231465668610 2021-06-05-13:53:02 0 15
1401175225165824001 1401175225165824001 2021-06-05-13:53:00 0 3
1401175218421436417 1401175218421436417 2021-06-05-13:52:59 163 16
1401175209512669188 1401175209512669188 2021-06-05-13:52:57 254 22
1401175140151566339 1401175140151566339 2021-06-05-13:52:40 85 10
1401175139392364544 1401175139392364544 2021-06-05-13:52:40 22 16
1401175113970552836 1401175113970552836 2021-06-05-13:52:34 30 18
1401175108664938505 1401175108664938505 2021-06-05-13:52:33 0 37
1401175043221098500 1401175043221098500 2021-06-05-13:52:17 180 22
1401174992730087424 1401174992730087424 2021-06-05-13:52:05 45 15
1401174986052845573 1401174986052845573 2021-06-05-13:52:03 18 17
1401174974149316609 1401174974149316609 2021-06-05-13:52:01 317 19
1401174955400781825 1401174955400781825 2021-06-05-13:51:56 11 19
1401174903823470592 1401174903823470592 2021-06-05-13:51:44 0 13
1401174872752013316 1401174872752013316 2021-06-05-13:51:36 1 22
1401174871019864073 1401174871019864073 2021-06-05-13:51:36 0 44
1401174861519757313 1401174861519757313 2021-06-05-13:51:34 7 5
1401174832025423874 1401174832025423874 2021-06-05-13:51:27 0 43
1401174828976164869 1401174828976164869 2021-06-05-13:51:26 3 22
1401174758104961026 1401174758104961026 2021-06-05-13:51:09 8 27
1401174731945033729 1401174731945033729 2021-06-05-13:51:03 0 18
1401174674483073024 1401174674483073024 2021-06-05-13:50:49 76 20
1401174611740479491 1401174611740479491 2021-06-05-13:50:34 4 22
1401174543817973762 1401174543817973762 2021-06-05-13:50:18 0 5
1401174446745001986 1401174446745001986 2021-06-05-13:49:55 237 17
1401174423290494977 1401174423290494977 2021-06-05-13:49:49 0 42
1401174401710804999 1401174401710804999 2021-06-05-13:49:44 0 31
1401174380806352900 1401174380806352900 2021-06-05-13:49:39 23 18
1401174356932403202 1401174356932403202 2021-06-05-13:49:33 32 20
1401174338129248258 1401174338129248258 2021-06-05-13:49:29 1 8
1401174325273759746 1401174325273759746 2021-06-05-13:49:26 0 38
1401174323340222471 1401174323340222471 2021-06-05-13:49:25 317 19
1401174299650793480 1401174299650793480 2021-06-05-13:49:20 0 22
1401174288653225988 1401174288653225988 2021-06-05-13:49:17 0 6
1401174281816625154 1401174281816625154 2021-06-05-13:49:16 163 16
1401174271095934979 1401174271095934979 2021-06-05-13:49:13 8 27
1401174253135876102 1401174253135876102 2021-06-05-13:49:09 2 6
1401174225453469696 1401174225453469696 2021-06-05-13:49:02 0 7
1401174207321587714 1401174207321587714 2021-06-05-13:48:58 0 34
1401174160982822915 1401174160982822915 2021-06-05-13:48:47 4 20
1401174154133581827 1401174154133581827 2021-06-05-13:48:45 163 16
1401174153865183236 1401174153865183236 2021-06-05-13:48:45 0 35
1401174141017939969 1401174141017939969 2021-06-05-13:48:42 0 40
1401174132117622785 1401174132117622785 2021-06-05-13:48:40 180 22
1401174091739058180 1401174091739058180 2021-06-05-13:48:30 3 48
1401174089331613699 1401174089331613699 2021-06-05-13:48:30 7 17
1401174086647230466 1401174086647230466 2021-06-05-13:48:29 30 18
1401174055991054339 1401174055991054339 2021-06-05-13:48:22 0 47
1401174044796456962 1401174044796456962 2021-06-05-13:48:19 1 6
1401174015406972929 1401174015406972929 2021-06-05-13:48:12 0 29
1401173995018506241 1401173995018506241 2021-06-05-13:48:07 5 19
1401173984499089410 1401173984499089410 2021-06-05-13:48:05 18 17
1401173983672815621 1401173983672815621 2021-06-05-13:48:04 237 17
1401173927720857609 1401173927720857609 2021-06-05-13:47:51 0 26
1401173907235876866 1401173907235876866 2021-06-05-13:47:46 0 40
1401173897014349824 1401173897014349824 2021-06-05-13:47:44 4 22
1401173874851651585 1401173874851651585 2021-06-05-13:47:38 0 45
1401173849434202119 1401173849434202119 2021-06-05-13:47:32 0 43
1401173812314521601 1401173812314521601 2021-06-05-13:47:24 163 16
1401173737559429121 1401173737559429121 2021-06-05-13:47:06 10 11
1401173737014190093 1401173737014190093 2021-06-05-13:47:06 0 18
1401173732354367489 1401173732354367489 2021-06-05-13:47:04 0 29
1401173720463548426 1401173720463548426 2021-06-05-13:47:02 163 16
1401173709524701187 1401173709524701187 2021-06-05-13:46:59 1 24
1401173705401815046 1401173705401815046 2021-06-05-13:46:58 23 21
1401173704919429120 1401173704919429120 2021-06-05-13:46:58 117 18
1401173688909709312 1401173688909709312 2021-06-05-13:46:54 23 21
1401173644349526026 1401173644349526026 2021-06-05-13:46:44 0 31
1401173631498166277 1401173631498166277 2021-06-05-13:46:40 0 43
1401173629690388485 1401173629690388485 2021-06-05-13:46:40 1 20
1401173584840736773 1401173584840736773 2021-06-05-13:46:29 4 17
1401173582290599936 1401173582290599936 2021-06-05-13:46:29 117 18
1401173445476560896 1401173445476560896 2021-06-05-13:45:56 0 50
1401173432025456641 1401173432025456641 2021-06-05-13:45:53 163 16
1401173384872988676 1401173384872988676 2021-06-05-13:45:42 0 12
1401173376236990465 1401173376236990465 2021-06-05-13:45:40 380 17
1401173312978436097 1401173312978436097 2021-06-05-13:45:25 440 18
1401173297375678473 1401173297375678473 2021-06-05-13:45:21 1 18
1401173294968082440 1401173294968082440 2021-06-05-13:45:20 3 21
1401173288450203655 1401173288450203655 2021-06-05-13:45:19 22 16
1401173246343536640 1401173246343536640 2021-06-05-13:45:09 0 17
1401173231403515908 1401173231403515908 2021-06-05-13:45:05 71 12
1401173170862923778 1401173170862923778 2021-06-05-13:44:51 1 23
1401173146724704258 1401173146724704258 2021-06-05-13:44:45 3 20
1401173129003769861 1401173129003769861 2021-06-05-13:44:41 0 3
1401173088868372480 1401173088868372480 2021-06-05-13:44:31 0 15
1401173080878288898 1401173080878288898 2021-06-05-13:44:29 115 18
1401173080077131776 1401173080077131776 2021-06-05-13:44:29 6 23
1401173072619655168 1401173072619655168 2021-06-05-13:44:27 22 16
1401172973181190149 1401172973181190149 2021-06-05-13:44:03 0 50
1401172962796097539 1401172962796097539 2021-06-05-13:44:01 375 20
1401172851718246405 1401172851718246405 2021-06-05-13:43:35 0 46
1401172835461181442 1401172835461181442 2021-06-05-13:43:31 85 10
1401172822056226820 1401172822056226820 2021-06-05-13:43:27 71 12
1401172811939450882 1401172811939450882 2021-06-05-13:43:25 6 18
1401172809972334599 1401172809972334599 2021-06-05-13:43:25 0 44
1401172776111808515 1401172776111808515 2021-06-05-13:43:17 0 44
1401172772680765440 1401172772680765440 2021-06-05-13:43:16 254 22
1401172771460333568 1401172771460333568 2021-06-05-13:43:15 0 29
1401172742498668544 1401172742498668544 2021-06-05-13:43:08 6 18
1401172740896403456 1401172740896403456 2021-06-05-13:43:08 53 18
1401172726346309633 1401172726346309633 2021-06-05-13:43:05 0 21
1401172715562844160 1401172715562844160 2021-06-05-13:43:02 63 20
1401172700828254208 1401172700828254208 2021-06-05-13:42:59 71 12
1401172652874735620 1401172652874735620 2021-06-05-13:42:47 0 26
1401172644230225944 1401172644230225944 2021-06-05-13:42:45 23 21
1401172643508887552 1401172643508887552 2021-06-05-13:42:45 0 16
1401172641331957761 1401172641331957761 2021-06-05-13:42:44 22 16
1401172631257235456 1401172631257235456 2021-06-05-13:42:42 1 20
1401172591440764935 1401172591440764935 2021-06-05-13:42:32 3 20
1401172589855318017 1401172589855318017 2021-06-05-13:42:32 0 25
1401172549011226627 1401172549011226627 2021-06-05-13:42:22 440 18
1401172537271332866 1401172537271332866 2021-06-05-13:42:20 0 11
1401172508670300160 1401172508670300160 2021-06-05-13:42:13 1293 19
1401172504580853761 1401172504580853761 2021-06-05-13:42:12 0 49
1401172476370038790 1401172476370038790 2021-06-05-13:42:05 14 19
1401172464152031236 1401172464152031236 2021-06-05-13:42:02 0 44
1401172462101012482 1401172462101012482 2021-06-05-13:42:02 2 4
1401172456417775622 1401172456417775622 2021-06-05-13:42:00 0 6
1401172455343992837 1401172455343992837 2021-06-05-13:42:00 8 17
1401172434913538050 1401172434913538050 2021-06-05-13:41:55 0 11
1401172393016627201 1401172393016627201 2021-06-05-13:41:45 12 25
1401172350176014340 1401172350176014340 2021-06-05-13:41:35 9 23
1401172341539868679 1401172341539868679 2021-06-05-13:41:33 0 34
1401172318072840195 1401172318072840195 2021-06-05-13:41:27 81 20
1401172311844298752 1401172311844298752 2021-06-05-13:41:26 30 4
1401172305968041985 1401172305968041985 2021-06-05-13:41:24 0 31
1401172293892677635 1401172293892677635 2021-06-05-13:41:22 11 19
1401172291304800256 1401172291304800256 2021-06-05-13:41:21 0 14
1401172282928685065 1401172282928685065 2021-06-05-13:41:19 0 3
1401172265287536644 1401172265287536644 2021-06-05-13:41:15 7 17
1401172230206337025 1401172230206337025 2021-06-05-13:41:06 0 34
1401172221389946886 1401172221389946886 2021-06-05-13:41:04 0 10
1401172216579043328 1401172216579043328 2021-06-05-13:41:03 1293 19
1401172206114193413 1401172206114193413 2021-06-05-13:41:01 22 21
1401172194512850950 1401172194512850950 2021-06-05-13:40:58 0 42
1401172181279776772 1401172181279776772 2021-06-05-13:40:55 0 4
1401172175420334082 1401172175420334082 2021-06-05-13:40:53 322 21
1401172172933042177 1401172172933042177 2021-06-05-13:40:53 18 17
1401172141664620545 1401172141664620545 2021-06-05-13:40:45 1 19
1401172122987286528 1401172122987286528 2021-06-05-13:40:41 11 19
1401172046831292422 1401172046831292422 2021-06-05-13:40:23 1 17
1401172026732208128 1401172026732208128 2021-06-05-13:40:18 0 4
1401172011024539651 1401172011024539651 2021-06-05-13:40:14 94 20
1401171963536723973 1401171963536723973 2021-06-05-13:40:03 0 17
1401171959950479361 1401171959950479361 2021-06-05-13:40:02 163 16
1401171950865580039 1401171950865580039 2021-06-05-13:40:00 2 31
1401171941009113096 1401171941009113096 2021-06-05-13:39:57 0 34
1401171934860267522 1401171934860267522 2021-06-05-13:39:56 2 19
1401171922696781830 1401171922696781830 2021-06-05-13:39:53 0 32
1401171918057840643 1401171918057840643 2021-06-05-13:39:52 0 2
1401171877066940428 1401171877066940428 2021-06-05-13:39:42 0 6
1401171854879072258 1401171854879072258 2021-06-05-13:39:37 0 36
1401171837598437376 1401171837598437376 2021-06-05-13:39:33 0 32
1401171741146222592 1401171741146222592 2021-06-05-13:39:10 1 19
1401171667175477258 1401171667175477258 2021-06-05-13:38:52 0 7
1401171609319268352 1401171609319268352 2021-06-05-13:38:38 0 18
1401171567116181505 1401171567116181505 2021-06-05-13:38:28 18 17
1401171563152654337 1401171563152654337 2021-06-05-13:38:27 0 46
1401171562586333185 1401171562586333185 2021-06-05-13:38:27 11 19
1401171561139343360 1401171561139343360 2021-06-05-13:38:27 0 23
1401171548468359171 1401171548468359171 2021-06-05-13:38:24 0 25
1401171472782086172 1401171472782086172 2021-06-05-13:38:06 380 17
1401171439768702978 1401171439768702978 2021-06-05-13:37:58 0 46
1401171436182638592 1401171436182638592 2021-06-05-13:37:57 13 18
1401171421074706434 1401171421074706434 2021-06-05-13:37:53 237 17
1401171415009837057 1401171415009837057 2021-06-05-13:37:52 0 42
1401171359951097858 1401171359951097858 2021-06-05-13:37:39 0 39
1401171319492861954 1401171319492861954 2021-06-05-13:37:29 0 52
1401171291156234246 1401171291156234246 2021-06-05-13:37:22 0 47
1401171283946180608 1401171283946180608 2021-06-05-13:37:21 0 26
1401171271669407750 1401171271669407750 2021-06-05-13:37:18 0 49
1401171268146286593 1401171268146286593 2021-06-05-13:37:17 0 25
1401171153926897673 1401171153926897673 2021-06-05-13:36:50 71 12
1401171140186361860 1401171140186361860 2021-06-05-13:36:46 18 17
1401171127662223367 1401171127662223367 2021-06-05-13:36:43 0 53
1401171115968450562 1401171115968450562 2021-06-05-13:36:41 0 53
1401171058972037121 1401171058972037121 2021-06-05-13:36:27 0 30
1401171028659871753 1401171028659871753 2021-06-05-13:36:20 0 51
1401170976939851781 1401170976939851781 2021-06-05-13:36:08 32 20
1401170867040751617 1401170867040751617 2021-06-05-13:35:41 18 17
1401170817300447233 1401170817300447233 2021-06-05-13:35:29 3 21
1401170812296650753 1401170812296650753 2021-06-05-13:35:28 0 4
1401170794663878656 1401170794663878656 2021-06-05-13:35:24 1 11
1401170756956995589 1401170756956995589 2021-06-05-13:35:15 0 14
1401170753190510593 1401170753190510593 2021-06-05-13:35:14 0 49
1401170677902843909 1401170677902843909 2021-06-05-13:34:56 0 43
1401170672265613312 1401170672265613312 2021-06-05-13:34:55 4 22
1401170655454900231 1401170655454900231 2021-06-05-13:34:51 22 16
1401170625243369475 1401170625243369475 2021-06-05-13:34:44 0 38
1401170625142611975 1401170625142611975 2021-06-05-13:34:44 68 20
1401170610462601218 1401170610462601218 2021-06-05-13:34:40 11 19
1401170600886951939 1401170600886951939 2021-06-05-13:34:38 7 17
1401170559870902273 1401170559870902273 2021-06-05-13:34:28 7 18
1401170514442338305 1401170514442338305 2021-06-05-13:34:17 254 22
1401170506901082113 1401170506901082113 2021-06-05-13:34:15 10 18
1401170490048364546 1401170490048364546 2021-06-05-13:34:11 7 17
1401170386612543488 1401170386612543488 2021-06-05-13:33:47 1 10
1401170378597322752 1401170378597322752 2021-06-05-13:33:45 0 46
1401170352173195265 1401170352173195265 2021-06-05-13:33:39 4 20
1401170349786554369 1401170349786554369 2021-06-05-13:33:38 0 17
1401170340756299778 1401170340756299778 2021-06-05-13:33:36 0 7
1401170338348679169 1401170338348679169 2021-06-05-13:33:35 0 5
1401170332099268613 1401170332099268613 2021-06-05-13:33:34 0 21
1401170320250257414 1401170320250257414 2021-06-05-13:33:31 12 25
1401170266399576065 1401170266399576065 2021-06-05-13:33:18 0 17
1401170254030684163 1401170254030684163 2021-06-05-13:33:15 0 2
1401170224464994310 1401170224464994310 2021-06-05-13:33:08 0 14
1401170214222499842 1401170214222499842 2021-06-05-13:33:06 1 49
1401170195826233347 1401170195826233347 2021-06-05-13:33:01 0 6
1401170174645051393 1401170174645051393 2021-06-05-13:32:56 0 15
